Link;Título;Autores;Fecha de publicación;Asesor(es);Editorial;Resumen;Palabras clave;Identificador único;Tipo de acceso
https://cybertesis.unmsm.edu.pe/item/e1565ad8-73b3-4177-a4ee-020018207308;Gestión de incidencias basado en ITIL v3, caso de estudio Centro de Operaciones de Red de AMERICATEL;Tomás Vásquez, Roxana Francesca, ITIL (Estándar en la administración de la tecnología de la información), COBIT (Estándar en la administración de la tecnología de la información), Control de calidad, Control de procesos, https://hdl.handle.net/20.500.12672/8840;2014;Carrasco Oré, Nilo Eloy;Universidad Nacional Mayor de San Marcos;"Analiza y mejora el proceso de gestión de incidencias para el Centro de Operaciones de Red de Americatel, haciendo uso de las herramientas propias del negocio y siguiendo las recomendaciones enfocadas en las mejores prácticas de ITIL v3. Con la implantación de ITIL v3, la empresa se beneficiará desarrollando un conjunto de procedimientos, que ayudarán a lograr calidad y eficiencia en las operaciones del negocio; teniendo como resultado de este proyecto la propuesta de mejora del proceso de gestión de incidencias, para que estos se solucionen con el menor impacto y en el menor tiempo posible, lo que permitirá ayudar en la toma de decisiones para ofrecer un mejor servicio.";ITIL (Estándar en la administración de la tecnología de la información), COBIT (Estándar en la administración de la tecnología de la información), Control de calidad, Control de procesos;https://hdl.handle.net/20.500.12672/8840;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/fa5a6450-7047-4e21-981c-d5d493e5bd89;Gestión de incidencias de los canales electrónicos de una entidad financiera para reducir los tiempos de atención usando ITIL v.3;Osorio Tabraj, Diana Karina, ITIL (Estándar en la administración de la tecnología de la información), Bancos - Servicios al cliente, Servicios de soporte (Administración), Servicios al cliente - Sistemas de comunicaciones, https://hdl.handle.net/20.500.12672/11689;2018;Pró Concepción, Luzmila Elisa;Universidad Nacional Mayor de San Marcos;La gestión de incidentes es un proceso de servicio que nos ayuda a manejar el ciclo de vida de un incidente. Un incidente es llamado a cualquier interrupción no esperada del servicio, ya sean errores como consultas realizadas por los usuarios y/o clientes, con lo que el objetivo más importante de la coordinación de incidentes es restablecer cuanto antes la operatividad del servicio con lo que se logra reducir el impacto realizado al negocio. En el marco de un servicio de consultoría y soporte tercerizado a cargo de una consultora a una entidad financiera nacional, es que se brinda el servicio de soporte de los canales electrónicos de una financiera mediante la aplicación de la metodología ITIL v3. Se realizó el análisis de los aplicativos a brindar soporte, de los incidentes reportados así como su correcta categorización y documentación, luego de lo que cada mes esto es analizado a través de estadísticas de atención de acuerdo a los SLA's establecidos para el servicio de soporte, de lo cual según el resultado obtenido y la retroalimentación del proceso se van aplicando mejoras al servicio de soporte. Esto permitió brindar un mejor servicio de gestión de incidentes, y se obtuvo una mejora en la satisfacción del usuario.;ITIL (Estándar en la administración de la tecnología de la información), Bancos - Servicios al cliente, Servicios de soporte (Administración), Servicios al cliente - Sistemas de comunicaciones;https://hdl.handle.net/20.500.12672/11689;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/a774e143-b58a-4b2a-9012-19d1b5dd2250;Gestión de la cadena de suministro para optimizar el abastecimiento de productos en empresas mixtilíneas situadas en provincias;Canal Salazar, Erwin, Logística comercial, Comercio electrónico, Distribución física de mercancías, Administración de materiales, Control de inventarios - Administración, https://hdl.handle.net/20.500.12672/14046;2008;Ortega Loayza, Daniel;Universidad Nacional Mayor de San Marcos;Manifiesta que la globalización y los altos niveles de competencia entre los mercados internacionales y nacionales, han llevado a las empresas en general a la conclusión que para sobrevivir y tener éxito en entornos cada vez más agresivos y cambiantes ya no basta mejorar sus operaciones ni integrar sus funciones internas, sino que se hace necesario ir más allá de las fronteras de la empresa e iniciar relaciones de intercambio de información, materiales y recursos con los proveedores y clientes en una forma mucho más integrada para el beneficio de todos los actores de la cadena de suministro. La cadena de suministro es el conjunto de organizaciones e individuos en el flujo de productos, servicios, dinero y la información relacionada, desde su origen (proveedores) hasta el consumidor final. La administración de la cadena de suministro consiste entonces en integrar de una manera eficiente y efectiva los flujos entre los componentes de la cadena.;Logística comercial, Comercio electrónico, Distribución física de mercancías, Administración de materiales, Control de inventarios - Administración;https://hdl.handle.net/20.500.12672/14046;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/c1ecb265-bf90-4b17-889e-0f77483ed203;Gestión de la información basada en inteligencia de negocios para el área de establecimientos. Caso Diners Club S.A.;Andrade Mogollón, Teodoro Manuel, Almacenamiento de datos, Negocios - Procesamiento de datos, Negocios - Programas para computadoras, Sistemas de almacenamiento y recuperación de la información - Negocios, https://hdl.handle.net/20.500.12672/12606;2008;Navarro Depaz, Carlos Edmundo;Universidad Nacional Mayor de San Marcos;Busca diseñar e implementar una solución de inteligencia de negocios que permita mejorar la capacidad de la organización en la toma de decisiones a través del análisis de la información, en este caso el proyecto se enfocará en el área de establecimientos de la empresa Diners Club SA. El departamento de Establecimientos de la empresa Diners Club S.A. cuenta con un gran volumen de datos operacionales, que hace casi imposible no solo el análisis de información que permita el soporte de una mejor toma de decisiones, si no también tener un panorama global que permita conocer la situación del departamento como parte de la empresa y el posicionamiento de la misma frente a los clientes externos, en este caso los clientes y comercios.;Almacenamiento de datos, Negocios - Procesamiento de datos, Negocios - Programas para computadoras, Sistemas de almacenamiento y recuperación de la información - Negocios;https://hdl.handle.net/20.500.12672/12606;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/60c11891-1fbd-432a-96c3-3adbe5acc724;Gestión de reglas de negocio para optimizar pago de impuestos predial y arbitrios en municipalidades;Castillo Pampas, Oscar Alexander, Pago - Procesamiento de datos, Municipios - Impuestos, Impuestos, Negocios - Procesamiento de datos, Administración del tiempo, https://hdl.handle.net/20.500.12672/14090;2007;Ortega Loayza, Daniel;Universidad Nacional Mayor de San Marcos;Se busca reordenar las reglas de negocio para minimizar el tiempo de espera en los sistemas de pago de tributos de las municipalidades y descentralizar los servicios de pago de impuestos para contribuir a la reducción de clientes morosos. Entre sus conclusiones se destaca que existe un promedio anual de 45.5% de contribuyentes que se preocupan por pagar su tasa de arbitrios y alrededor del 49.5% de contribuyentes que se preocupa por pagar su impuesto predial, es decir 47.5% en total. Pero luego de la implantación de este modelo el porcentaje se incrementaría a 91%, es decir se reduciría el porcentaje de clientes morosos de 52.5% a 9% lo que significaría un incremento de dinero en las arcas municipales y por consiguiente una mejor calidad de vida para el ciudadano. Con la implantación del sistema el tiempo de espera para realizar pagos se reduciría de 112.5 minutos a 5.18minutos es decir 107.32 minutos menos de espera en cola y en el sistema lo que generará a su vez un síntoma de satisfacción en el contribuyente, dado que se tendría un sistema integrado, sencillo, rápido y eficiente.;Pago - Procesamiento de datos, Municipios - Impuestos, Impuestos, Negocios - Procesamiento de datos, Administración del tiempo;https://hdl.handle.net/20.500.12672/14090;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/cf8467cc-4691-408c-a2fc-5bcb4023f4c0;Gestión de requisitos basado en Moprosoft y la metodología ágil ICONIX;Palomino Quinto, Christian Serapio, Software de aplicación - Desarrollo, Desarrollo de software ágil, https://hdl.handle.net/20.500.12672/15103;2011;Alarcón Loayza, Luis Alberto;Universidad Nacional Mayor de San Marcos;La adopción del modelo Moprosoft permitirá elevar la capacidad de las organizaciones para ofrecer servicios con calidad y alcanzar niveles internacionales de competitividad. Esta tesina pretende demostrar la utilidad del modelo Moprosoft sobre todo en las pequeñas y medinas empresas dedicadas al desarrollo de software.;Software de aplicación - Desarrollo, Desarrollo de software ágil;https://hdl.handle.net/20.500.12672/15103;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/62544136-8270-432c-a8d0-0217a5dae9ea;Gestión de riesgos basado en el PMBOK y el Magerit, para implantaciones de sistemas de planeamiento de recursos empresariales (ERP);Leona Yslado, Rocío Mería, Yataco Rojas, Rosario Melchora, Sistemas de información en administración, Administración de riesgos, https://hdl.handle.net/20.500.12672/12507;2012;Pérez Quintanilla, José Antonio;Universidad Nacional Mayor de San Marcos;"Determina la gestión de riegos en cada fase de la implantación de un ERP que son determinantes para el éxito de la optimización e integración de los procesos de negocio, y que a su vez, permiten el logro del máximo rendimiento del sistema. El punto de partida es dar los lineamientos generales en las diferentes fases de la implantación, luego por cada fase se identifican los activos de información, las amenazas más potenciales, el impacto que puede derivar las amenazas, determinar los riesgos y finalmente se desarrollan planes de contingencia y estrategias que minimicen o prevengan los riesgos para poder garantizar la seguridad de los activos. Es muy importante para las empresas que opten por competir en flexibilidad, consistencia y calidad; conocer los riesgos asociados que afectan la implantación del ERP, en los aspectos de centralización, compromiso y liderazgo de la Alta Dirección, adaptación a medida del software, intercambio de información, tipo y esfuerzo de adaptación y accesibilidad de los datos. La gestión de los riesgos asociados es un factor clave para la exitosa implantación de un sistema ERP es por ello que se ha convertido en un punto de gran transcendencia para la Alta Dirección y las personas involucradas.";Sistemas de información en administración, Administración de riesgos;https://hdl.handle.net/20.500.12672/12507;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/50c5f3b8-0cf0-4727-8786-9b0b76a2d884;Gestión de riesgos de seguridad de la información para empresas del sector telecomunicaciones;Huaura Mere, Miguel Humberto, Administración de riesgos, Seguridad del trabajo, Riesgo - Evaluación, Telecomunicaciones - Perú, https://hdl.handle.net/20.500.12672/11225;2019;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;Justifica porque posee valor estratégico, de aplicación metodológica, relevancia social, financiera y legal, metodología de trabajo que genera aspectos positivos en el cumplimiento en diversos aspectos, tanto internos como externos. Para realizar el análisis de los posibles riesgos de este sector, se ejecutó una encuesta de 10 preguntas validado por juicio de expertos. Una vez definida la metodología (soportado con estándares internacionales NTP ISO/IEC 31000 e ISO/IEC 27005) apoyado con herramientas informáticas como soporte a las actividades, para la eficiencia de este trabajo. Finalmente, se enlistan las conclusiones y recomendaciones que permita demostrar la actitud de las empresas de la gestión deficiente e identificar de forma apropiada los riesgos asociados a la Seguridad de la Información y como ello termina afectando a los procesos y en los objetivos propuestos por la empresa.;Administración de riesgos, Seguridad del trabajo, Riesgo - Evaluación, Telecomunicaciones - Perú;https://hdl.handle.net/20.500.12672/11225;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/d23c1584-16af-4068-8d16-d187e7477efb;Gestión de un sistema E-Learning y aplicación del B-Learning para la capacitación de personal en el lenguaje ABAP;Ascona Briceño, John Wilmer, Capacitación de empleados - Innovaciones tecnológicas, Enseñanza asistida por computadora, ABAP/4 (Lenguaje de programación de computadoras), https://hdl.handle.net/20.500.12672/9564;2013;Ruiz Rivera, María Elena;Universidad Nacional Mayor de San Marcos;Pretende gestionar un sistema E-learning usando una herramienta de software libre como es Chamilo aplicando el método B-learning considerando algunos aspectos de las teorías de aprendizaje de Vitgosky, Bruner, Ausubel y Jean Piaget para redactar el contenido que se adecúe al modelo de la herramienta usada que permitirá la capacitación de personal en el lenguaje ABAP y de esta manera incentivar la investigación del lenguaje ABAP en los estudiantes de algún lenguaje de programación. Este lenguaje es uno de los más utilizados en las empresas que usan el producto SAP-ERP, con este hecho se presenta una mayor oportunidad de desarrollo profesional para los estudiantes que optan por investigar y aprender el lenguaje ABAP.;Capacitación de empleados - Innovaciones tecnológicas, Enseñanza asistida por computadora, ABAP/4 (Lenguaje de programación de computadoras);https://hdl.handle.net/20.500.12672/9564;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/be5e0be3-696c-428b-b6d0-379c11857e25;Gestión del capital intelectual en carreras de ingeniería para el desarrollo tecnológico en la industria peruana;Ormachea Freyre, Fernando Enrique, Capital intelectual - Administración, Administración industrial, Ingeniería - Investigaciones, https://hdl.handle.net/20.500.12672/17130;2021;Vega Huerta, Hugo Froilán;Universidad Nacional Mayor de San Marcos;Comprende la investigación en la disciplina de la gestión del capital intelectual, desarrollada en el ámbito académico de las carreras de ingeniería de universidades peruanas, a nivel de pregrado. Se estudia y propone un modelo de gestión capaz de permitir que, el conocimiento generado y puesto en práctica genere más valor al ser “invertido”, de manera similar como ocurre con los activos y bienes económicos, en provecho de la comunidad académica y de las industrias participantes. Como resultado se propone un modelo de gestión colaborativo de universidades con empresas, planificado, organizado, y complementado con el enfoque de “comunidades de práctica”, permitiendo generar capital intelectual a través de equipos conformados por practicantes preprofesionales, docentes, investigadores, especialistas invitados y profesionales de las empresas vinculadas.;Capital intelectual - Administración, Administración industrial, Ingeniería - Investigaciones;https://hdl.handle.net/20.500.12672/17130;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/0166f497-61e7-4d99-bd9d-3762604a5ffe;Gestión del conocimiento con plataforma web de oferta formativa y demanda laboral en el interés profesional de los jóvenes de un CETPRO;Luque Ticona, Dikxon Angel, Interés vocacional, Orientación vocacional - Perú, Servicios Web, https://hdl.handle.net/20.500.12672/20551;2023;Escobedo Bailón, Frank Edmundo;Universidad Nacional Mayor de San Marcos;Determina la incidencia de la gestión de conocimiento con plataforma web de oferta formativa y demanda laboral en el interés profesional de los jóvenes de CETPRO. En el último lustro se dio importante atención a la creación del conocimiento para compartir y aplicarlos en bien de las organizaciones, para ello se genera información y con ayuda de las tecnologías se encamina la gestión de su conocimiento. Una experiencia interesante se llevó a cabo recopilando datos claves que disponen diversas instituciones del estado, generando información relevante organizada y sistematizada en una plataforma web para conocimiento de los jóvenes o público en general y apoye la toma de sus decisiones respecto con su interés profesional. Hace ocho años se lanzó la plataforma “Ponte en carrera” que ayuda a jóvenes brindando información sobre las carreras profesionales, inversión y de otros detalles sobre la educación superior en sus diversas ofertas formativas, combinando con la información del mercado laboral, como los ingresos de los trabajadores profesionales declarados formalmente, dando idea sobre los retornos de la formación, constituyendo un aporte significativo en el servicio de orientación vocacional. En este estudio comprueba si la plataforma web apoya la gestión de conocimiento de un grupo de jóvenes de un Centro Educativo Técnico Productivo - CETPRO sobre su interés profesional.;Interés vocacional, Orientación vocacional - Perú, Servicios Web;https://hdl.handle.net/20.500.12672/20551;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/b269424c-b884-431a-b047-ed0d38a54bc8;Gestión del conocimiento en el proceso de desarrollo de software;Pillman Sumari, Renzo Guido, Ingeniería de software, Gestión del conocimiento - Procesamiento de datos, https://hdl.handle.net/20.500.12672/5309;2016;Luza Montero, César;Universidad Nacional Mayor de San Marcos;"Describe el papel actual del conocimiento en la ingeniería de software: es dinámico y evoluciona con la tecnología, la cultura organizacional y las necesidades cambiantes de las prácticas de desarrollo de software en las organizaciones. Realiza un estudio comparativo de los framework para gestión del conocimiento desarrollado hasta la actualidad; y posteriormente se eligió la WIKI MediaWiki (MediaWiki, 2015) como herramienta a implementar como sistema de gestión del conocimiento. Una vez descrito los conceptos teóricos pertinentes para tener un entendimiento; explica el desarrollo de la implantación de un sistema de gestión del conocimiento basado en el modelo SECI propuesto por Nonaka y Takeuchi (Nonaka & Takeuchi, The Knowledge-Creating Company, 1995), adaptando la arquitectura del sistema a las características y filosofía de trabajo de media WIki (MediaWiki, 2015), una de las herramientas Wiki más famosas y de mayor uso a nivel mundial (Nélida, 2012) ; finalmente, resume los resultados del trabajo en las conclusiones obtenidas.";Ingeniería de software, Gestión del conocimiento - Procesamiento de datos;https://hdl.handle.net/20.500.12672/5309;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/03a6ea67-5b81-42fa-9609-8a9a1e69c0ff;Gestión del conocimiento tácito en el Instituto Nacional de Salud;Huaillani Chavez, Silvia del Rosario, Gestión del conocimiento, Cultura organizacional, Conocimiento tácito, https://hdl.handle.net/20.500.12672/3878;2014;Vera Pomalaza, Virginia;Universidad Nacional Mayor de San Marcos;El presente trabajo aborda la influencia de la cultura organizacional en la transferencia de los conocimientos adquiridos en la institución. En este sentido, tiene como objetivo aplicar un modelo de gestión del conocimiento que permita fortalecer la cultura organizacional y difundir el conocimiento tácito adquirido a través de una plataforma de gestión del conocimiento, a fin de fomentar la interacción y comunicación entre los miembros de la institución. Este modelo de gestión del conocimiento es aplicable a las instituciones de ciencias de la salud, en particular al Instituto Nacional de Salud, considerando que tiene entre sus mandatos desarrollar y difundir la investigación científica-tecnológica en salud. Los resultados de la investigación reflejan que la cultura organizacional es una fuente imprescindible en la generación de conocimiento, y que el diseño de una plataforma de gestión del conocimiento fomenta los flujos de creación, colaboración y transferencia de conocimiento en la institución.;Gestión del conocimiento, Cultura organizacional, Conocimiento tácito;https://hdl.handle.net/20.500.12672/3878;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/33bee219-838d-46e0-a245-51ba9f9ce20a;Gestión del departamento de beneficios de una compañía de seguros de vida bajo la metodología del balanced scorecard;Miyahira Yonamine, Eduardo Akio, Sistemas de almacenamiento y recuperación de la información - Seguros, Efectividad organizacional - Medición, Compañías de seguros - Procesamiento de datos, Seguros de vida - Procesamiento de datos, https://hdl.handle.net/20.500.12672/16234;2012;Pastor Carrasco, Carlos Alberto;Universidad Nacional Mayor de San Marcos;Muestra el desarrollo de un trabajo profesional para la definición e implantación de un modelo de gestión aplicada en el departamento de beneficios de una compañía de seguros de vida, aplicando la metodología del Balanced Scorecard o Cuadro de Mando Integral desarrollada por Kaplan y Norton, con una modificación propuesta por Paul Niven para la gestión de performance de organizaciones sin fines de lucro. Aquí pretendemos mostrar como un modelo de gestión basado en la teoría del Balanced Scorecard, puede ser utilizado para mejorar el desempeño de una organización, a través de su uso como herramienta para comunicar la estrategia a seguir al personal en general, buscando alinear esfuerzos de toda la organización en torno a objetivos comunes, midiendo el avance de cada iniciativa de mejora considerada importante, además de proporcionar una idea clara del valor ganado por la organización a través de estos cambios o iniciativas de mejora a través de diferentes perspectivas. El enfoque clásico de medida de desempeño de las organizaciones está centrado en resultados financieros y contables. El enfoque que propone el Balanced Scorecard en cambio, ofrece cuatro perspectivas diferentes, perspectivas que a su vez están relacionadas y ayudan a dar una mejor idea de la situación real de una organización. Se incluyen los requerimientos tecnológicos para hacer posible implementación de las iniciativas de mejora en los principales procesos de los servicios ofrecidos por la organización estudiada y para la captura de la información para las mediciones o indicadores que requiere el modelo. Dentro del alcance de este estudio, mostramos comparaciones de resultados, para mostrar el antes y el después de la aplicación de los conceptos teóricos del Balanced Scorecard como herramienta de gestión.;Sistemas de almacenamiento y recuperación de la información - Seguros, Efectividad organizacional - Medición, Compañías de seguros - Procesamiento de datos, Seguros de vida - Procesamiento de datos;https://hdl.handle.net/20.500.12672/16234;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/950b1aef-4b9b-4bde-a470-e5b909ea2665;Gestión eficiente de la calidad de atención a los clientes a través de la metodología CRM social para MyPES aplicado a Kaiser Editores;Yugar Ladines, José Alberto, Relaciones con los clientes - Innovaciones tecnológicas, Relaciones con los clientes - Administración, Microempresas - Innovaciones tecnológicas--Perú, https://hdl.handle.net/20.500.12672/12317;2012;Pantoja Collantes, Jorge Santiago;Universidad Nacional Mayor de San Marcos;Expone una nueva estrategia de negocios cuyo interés ha venido creciendo en muchas grandes y medianas empresas alrededor del mundo, se denomina CRM Social o CRM 2.0, y es una respuesta frente al control actual de los clientes sobre las empresas en las decisiones de compra o preferencia por un producto o servicio. Se demostró que hay un verdadero interés de las MYPEs por innovar y debido también a su gran influencia en el sector económico peruano se planeó adecuar una metodología CRM Social aplicable a ellas que marque una fuerte ventaja competitiva frente a un mercado totalmente globalizado en donde el cliente exige más que antes. Se diseñó dicha metodología para un caso práctico, una micro empresa dentro del sector de Ediciones e Impresiones llamada Kaiser Editores.;Relaciones con los clientes - Innovaciones tecnológicas, Relaciones con los clientes - Administración, Microempresas - Innovaciones tecnológicas--Perú;https://hdl.handle.net/20.500.12672/12317;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/d1472a65-c2ab-46bd-858d-6a86dc44bfc4;Gestión por procesos (BPM) usando mejora continua y reingeniería de procesos de negocio;Agip Valverde, Johanna, Andrade Sánchez, Fabiola Evelyn, Negocios - Procesamiento de datos - Administración, Administración de recursos de información, Reingeniería (Administración), https://hdl.handle.net/20.500.12672/2628;2007;Luza Montero, César;Universidad Nacional Mayor de San Marcos;"El siguiente trabajo tiene por objetivo presentar el paradigma de gestión por procesos, el cuál es muy importante como parte principal de la estrategia organizacional. Éste concepto hoy en día conocido como BPM (Gestión de Procesos de Negocio) consta de dos partes fundamentales: la Gestión y las Tecnologías. En éste aspecto, el presente trabajo hace énfasis en la primera parte, mostrando dos metodologías necesarias en la Gestión: La Mejora Continua y la Reingeniería; aplicándolas en dos casos para organizaciones reales (Telecom y DataSec). -- Palabras Claves: Procesos. Gestión de Procesos de Negocio (BPM), Tecnología, Mejora Continua, Reingeniería.";Negocios - Procesamiento de datos - Administración, Administración de recursos de información, Reingeniería (Administración);https://hdl.handle.net/20.500.12672/2628;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/e801ed95-389c-4eef-927b-91ffffa3eb44;Gestión tecnológica del conocimiento en unidades de información de administración y negocios, para la mejora del proceso de generación del conocimiento: caso ESAN/CENDOC;Montoya García, Carmen Vanessa, Tecnología de la información y las comunicaciones, Gestión del conocimiento, Bibliotecas especializadas - Perú, https://hdl.handle.net/20.500.12672/6488;2017;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;"Aborda la importancia de la administración de la gestión del conocimiento con el apoyo de tecnologías adecuadas. En este sentido, pretende mediante un caso de estudio en una unidad de información, aplicar un modelo de gestión tecnológica del conocimiento, que, por medio de una plataforma tecnológica, permita mejorar el proceso de generación del conocimiento en el área. Este modelo de gestión tecnológica del conocimiento podría ser aplicado en cualquier unidad de información especializada en administración y negocios, debido a que, por la naturaleza educativa de las unidades especializadas, es necesario que estas manejen los conocimientos generados dentro de la organización, de tal forma que ayuden a desarrollar y difundir investigación; y esto puede obtenerse con el modelo.";Tecnología de la información y las comunicaciones, Gestión del conocimiento, Bibliotecas especializadas - Perú;https://hdl.handle.net/20.500.12672/6488;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/96904c62-af70-4ec0-8a71-79911bf5042e;Gobierno digital y su relación con el desempeño docente en la Unidad de Posgrado de Ingeniería de Sistemas e Informática de la Universidad Nacional Mayor de San Marcos, 2020;Espejo Briceño, Hugo José Luis, Administración digital, Profesores, Tecnología de la información, Pandemia de la Covid-19, 2020-, https://hdl.handle.net/20.500.12672/19850;2023;León Fernández, Cayo Víctor;Universidad Nacional Mayor de San Marcos;Establece cómo se relaciona el gobierno digital con el desempeño docente en la Unidad de Posgrado de la Facultad de Ingeniería de Sistemas e Informática de la Universidad Nacional Mayor de San Marcos cuya hipótesis es el gobierno digital se relaciona positivamente con el desempeño docente de la Unidad de Posgrado de Ingeniería de Sistemas e Informática de la Universidad Nacional Mayor de San Marcos, 2020. El enfoque del estudio es cuantitativo, así mismo, fue realizado durante la época de la Pandemia mundial COVID-19, su alcance es descriptivo con un diseño no experimental correlacional. La muestra fue conformada por 20 docentes de la Unidad de Posgrado de Ingeniería de Sistemas e Informática de la Universidad Nacional Mayor de San Marcos. Los resultados de la investigación concluyen que existe una relación fuerte entre “Gobierno digital” y “Desempeño Docente”, con un coeficiente de correlación de 0.776 lo cual indica una alta correlación.;Administración digital, Profesores, Tecnología de la información, Pandemia de la Covid-19, 2020-;https://hdl.handle.net/20.500.12672/19850;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/189855a9-3825-40cc-8857-d59bb6232da4;Grado de aceptación del sistema integrado de gestión de bibliotecas en las universidades del Perú mediante el Modelo de Aceptación Tecnológica;Pelayo Huapalla, Freddy Enrique, Sistemas integrados de bibliotecas (Sistemas para computadoras), Bibliotecas universitarias - Automatización, Tecnología de la información - Educación - Perú, https://hdl.handle.net/20.500.12672/17337;2021;Reyes Huamán, Anita Marlene;Universidad Nacional Mayor de San Marcos;El objetivo principal de esta investigación consiste en analizar la adopción del Sistema Integrado de Gestión Bibliotecaria (SIGB) de código abierto que utilizan las bibliotecas universitarias peruanas, incluyendo en el modelo TAM tres variables externas: Satisfacción (S), Soporte Técnico (TS) y Auto-eficacia Computacional (CSE). El estudio empírico muestra que la capacidad predictiva de estos constructos, influyen de manera positiva en concordancia con los constructos del modelo TAM. Las conclusiones de la presente investigación pueden permitir mejorar el servicio de catálogo en línea, el cual aportará de manera positiva a las decisiones de los gestores de las bibliotecas universitarias.;Sistemas integrados de bibliotecas (Sistemas para computadoras), Bibliotecas universitarias - Automatización, Tecnología de la información - Educación - Perú;https://hdl.handle.net/20.500.12672/17337;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/3163070d-8b0a-40f9-8268-9df51a028e44;Grid computing para propósitos científicos;Copaja Cornejo, Richard Nivaldo, Grids computacionales, Redes de computadoras, Sistemas de transmisión de datos, https://hdl.handle.net/20.500.12672/14091;2007;Osorio Beltrán, Norberto Antonio;Universidad Nacional Mayor de San Marcos;"La investigación busca enfatizar las bondades del Grid Computing en el desarrollo de proyectos de investigación científica. La evolución de las redes de comunicación de alta velocidad, ha creado un escenario idóneo para el desarrollo de esta tecnología que proporcionará funcionalidades análogas a las existentes en las redes de suministro eléctrico; es decir un único punto de acceso a un conjunto de recursos distribuidos geográficamente como supercomputadores, clusters, sistemas de almacenamiento, fuentes de información, instrumentos y personal. La tecnología Grid Computing actual ofrece la funcionalidad mínima necesaria para, de forma transparente y segura, compartir y explotar simultáneamente los recursos pertenecientes a diferentes organizaciones, respetando sus propias políticas y procedimientos de seguridad y gestión de recursos. La propuesta constituye una solución viable para la difusión y creación de un Grid universitario, a nivel de Lima-Metropolitana, en una primera etapa y en un futuro a nivel nacional. De esta forma se contribuirá en la elevación del nivel de las investigaciones científicas peruanas.";Grids computacionales, Redes de computadoras, Sistemas de transmisión de datos;https://hdl.handle.net/20.500.12672/14091;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/ebd4d32a-feac-407b-9db6-39775d91c609;Guía gerencial para la construcción de un Datamart electoral utilizando la metodología de Ralph Kimball;Tenorio Gonzales, Candy Veronica, Elecciones - Innovaciones tecnológicas - Perú, Elecciones - Perú - Procesamiento de datos, Procesamiento electrónico de datos - Administración, https://hdl.handle.net/20.500.12672/9601;2013;Carrasco Oré, Nilo Eloy;Universidad Nacional Mayor de San Marcos;Presenta una guía gerencial para la construcción de un Datamart mediante la metodología de Ralph Kimball, para la toma de decisiones que sea capaz de brindar información estadística relevante de manera fácil, oportuna y consolidada. Una de las características de una sociedad demócrata es su poder de elegibilidad, por lo que los procesos electorales ocupan un lugar importante en el espacio político y en los que administran dicha información. Finalizado el sufragio y la contabilización de actas, se generan indicadores que serán solicitados por los diversos órganos que conforman la Institución responsable de los procesos electorales así como las entidades veedoras.;Elecciones - Innovaciones tecnológicas - Perú, Elecciones - Perú - Procesamiento de datos, Procesamiento electrónico de datos - Administración;https://hdl.handle.net/20.500.12672/9601;info:eu-repo/semantics/closedAccess
